# BabelNet 4.0.1 - SapienzaNLP - LICENSE: BabelNet License - https://babelnet.org
bn:00082116v	wn:00865776v
bn:00082984v	wn:01997512v
bn:00082985v	wn:02217695v
bn:00082986v	wn:02693965v
bn:00082987v	wn:01139104v
bn:00082988v	wn:00560628v
bn:00082989v	wn:00223109v
bn:00082990v	wn:00185857v
bn:00082991v	wn:00799383v
bn:00082992v	wn:01997680v
bn:00082993v	wn:02380980v
bn:00082994v	wn:01997376v
bn:00082995v	wn:02556126v
bn:00082996v	wn:01694620v
bn:00082997v	wn:01478603v
bn:00082998v	wn:00907657v
bn:00082999v	wn:01429825v
bn:00083000v	wn:02561846v
bn:00083001v	wn:02378950v
bn:00083002v	wn:02173663v
bn:00083003v	wn:00379023v
bn:00083004v	wn:00513492v
bn:00083005v	wn:01404664v
bn:00083006v	wn:00159236v
bn:00083007v	wn:01926031v
bn:00083008v	wn:01935953v
bn:00083009v	wn:01929041v
bn:00083010v	wn:00688960v
bn:00083011v	wn:00330751v
bn:00083012v	wn:02374572v
bn:00083013v	wn:00204585v
bn:00083014v	wn:01005373v
bn:00083015v	wn:01330567v
bn:00083016v	wn:01076130v
bn:00083017v	wn:01962375v
bn:00083018v	wn:02004528v
bn:00083019v	wn:00138360v
bn:00083020v	wn:01589869v
bn:00083021v	wn:01803380v
bn:00083022v	wn:00767530v
bn:00083023v	wn:00848169v
bn:00083024v	wn:02558172v
bn:00083025v	wn:00234988v
bn:00083026v	wn:01479874v
bn:00083027v	wn:02717362v
bn:00083028v	wn:02714360v
bn:00083029v	wn:02292432v
bn:00083030v	wn:01485839v
bn:00083031v	wn:02421749v
bn:00083032v	wn:02293732v
bn:00083033v	wn:00890403v
bn:00083034v	wn:00177136v
bn:00083035v	wn:00177011v
bn:00083036v	wn:02494259v
bn:00083037v	wn:00449426v
bn:00083038v	wn:00850501v
bn:00083039v	wn:02577877v
bn:00083040v	wn:01114911v
bn:00083041v	wn:00319886v
bn:00083042v	wn:01663749v
bn:00083043v	wn:00544136v
bn:00083044v	wn:02755565v
bn:00083045v	wn:02673134v
bn:00083046v	wn:02264967v
bn:00083047v	wn:01602318v
bn:00083048v	wn:02743020v
bn:00083049v	wn:00126143v
bn:00083050v	wn:01386200v
bn:00083051v	wn:02583545v
bn:00083052v	wn:02469711v
bn:00083053v	wn:01523270v
bn:00083054v	wn:01809064v
bn:00083055v	wn:02527651v
bn:00083056v	wn:00271403v
bn:00083057v	wn:01948659v
bn:00083058v	wn:00256117v
bn:00083059v	wn:02463141v
bn:00083060v	wn:00976365v
bn:00083061v	wn:01781520v
bn:00083062v	wn:00839194v
bn:00083063v	wn:02493666v
bn:00083064v	wn:00796392v
bn:00083065v	wn:02504280v
bn:00083066v	wn:02504017v
bn:00083067v	wn:01304342v
bn:00083068v	wn:01297401v
bn:00083069v	wn:02430078v
bn:00083070v	wn:02470685v
bn:00083071v	wn:01303547v
bn:00083072v	wn:00083124v
bn:00083073v	wn:01147296v
bn:00083074v	wn:01138446v
bn:00083075v	wn:00813651v
bn:00083076v	wn:00970107v
bn:00083077v	wn:01242391v
bn:00083078v	wn:02187693v
bn:00083079v	wn:01242832v
bn:00083080v	wn:02100176v
bn:00083081v	wn:01426397v
bn:00083082v	wn:01236941v
bn:00083083v	wn:01728213v
bn:00083084v	wn:01566705v
bn:00083085v	wn:00053159v
bn:00083086v	wn:02503803v
bn:00083087v	wn:02003359v
bn:00083088v	wn:02039413v
bn:00083089v	wn:01587705v
bn:00083090v	wn:02343374v
bn:00083091v	wn:02343252v
bn:00083092v	wn:02343056v
bn:00083093v	wn:02310855v
bn:00083094v	wn:01234793v
bn:00083095v	wn:00688377v
bn:00083096v	wn:02216384v
bn:00083097v	wn:02318165v
bn:00083098v	wn:01186208v
bn:00083099v	wn:01185981v
bn:00083100v	wn:00855295v
bn:00083101v	wn:01028079v
bn:00083102v	wn:00796588v
bn:00083103v	wn:01478002v
bn:00083104v	wn:01342910v
bn:00083105v	wn:01171941v
bn:00083106v	wn:02474958v
bn:00083107v	wn:01339181v
bn:00083108v	wn:00134564v
bn:00083109v	wn:00134328v
bn:00083110v	wn:00324806v
bn:00083111v	wn:00042792v
bn:00083112v	wn:01670315v
bn:00083113v	wn:01340028v
bn:00083114v	wn:00194912v
bn:00083115v	wn:00076400v
bn:00083116v	wn:02259829v
bn:00083117v	wn:00764782v
bn:00083118v	wn:02259387v
bn:00083119v	wn:01996574v
bn:00083120v	wn:01950502v
bn:00083121v	wn:02019011v
bn:00083122v	wn:00780191v
bn:00083123v	wn:01047596v
bn:00083124v	wn:01263904v
bn:00083125v	wn:01263784v
bn:00083126v	wn:01047745v
bn:00083127v	wn:00511763v
bn:00083128v	wn:01094898v
bn:00083129v	wn:01094661v
bn:00083130v	wn:02398681v
bn:00083131v	wn:02651745v
bn:00083132v	wn:00858781v
bn:00083133v	wn:00850192v
bn:00083134v	wn:00863579v
bn:00083135v	wn:01057342v
bn:00083136v	wn:01502540v
bn:00083137v	wn:01127215v
bn:00083138v	wn:01127075v
bn:00083139v	wn:02259241v
bn:00083140v	wn:02294056v
bn:00083141v	wn:00636888v
bn:00083142v	wn:02756196v
bn:00083143v	wn:01200068v
bn:00083144v	wn:01397088v
bn:00083145v	wn:01820302v
bn:00083146v	wn:01548181v
bn:00083147v	wn:00425845v
bn:00083148v	wn:02580853v
bn:00083149v	wn:00818253v
bn:00083150v	wn:00321652v
bn:00083151v	wn:01417416v
bn:00083152v	wn:01331348v
bn:00083153v	wn:01399921v
bn:00083154v	wn:01413173v
bn:00083155v	wn:00008195v
bn:00083156v	wn:01413561v
bn:00083157v	wn:01413436v
bn:00083158v	wn:01412912v
bn:00083159v	wn:02475109v
bn:00083160v	wn:01386073v
bn:00083161v	wn:02511075v
bn:00083162v	wn:02094057v
bn:00083163v	wn:00216801v
bn:00083164v	wn:01480025v
bn:00083165v	wn:00037919v
bn:00083166v	wn:00035603v
bn:00083167v	wn:01582070v
bn:00083168v	wn:00288814v
bn:00083169v	wn:01306425v
bn:00083170v	wn:01306292v
bn:00083171v	wn:01417705v
bn:00083172v	wn:00546609v
bn:00083173v	wn:01092366v
bn:00083174v	wn:01048569v
bn:00083175v	wn:01046480v
bn:00083176v	wn:00066862v
bn:00083177v	wn:00824767v
bn:00083178v	wn:01048073v
bn:00083179v	wn:01047951v
bn:00083180v	wn:01231980v
bn:00083181v	wn:02604760v
bn:00083182v	wn:02616386v
bn:00083183v	wn:02655135v
bn:00083184v	wn:02603699v
bn:00083185v	wn:02749904v
bn:00083186v	wn:02664769v
bn:00083187v	wn:02620587v
bn:00083188v	wn:02445925v
bn:00083189v	wn:02697725v
bn:00083190v	wn:02268246v
bn:00083191v	wn:02614181v
bn:00083192v	wn:02744820v
bn:00083193v	wn:02702508v
bn:00083194v	wn:00014549v
bn:00083195v	wn:01902783v
bn:00083196v	wn:00705227v
bn:00083197v	wn:00619869v
bn:00083198v	wn:02531088v
bn:00083199v	wn:00360932v
bn:00083200v	wn:02634567v
bn:00083201v	wn:01188342v
bn:00083202v	wn:02719399v
bn:00083203v	wn:00424337v
bn:00083204v	wn:01813668v
bn:00083205v	wn:00596484v
bn:00083206v	wn:01041061v
bn:00083207v	wn:00065495v
bn:00083208v	wn:01978947v
bn:00083209v	wn:02160433v
bn:00083210v	wn:01933204v
bn:00083211v	wn:02625521v
bn:00083212v	wn:01670511v
bn:00083213v	wn:01360091v
bn:00083214v	wn:01243474v
bn:00083215v	wn:00029214v
bn:00083216v	wn:02763740v
bn:00083217v	wn:01067380v
bn:00083218v	wn:02161530v
bn:00083219v	wn:01829747v
bn:00083220v	wn:01400856v
bn:00083221v	wn:02630871v
bn:00083222v	wn:00056930v
bn:00083223v	wn:01432601v
bn:00083224v	wn:01652139v
bn:00083225v	wn:02700867v
bn:00083226v	wn:02291708v
bn:00083227v	wn:00047745v
bn:00083228v	wn:02302220v
bn:00083229v	wn:01601234v
bn:00083230v	wn:00059019v
bn:00083231v	wn:01434278v
bn:00083232v	wn:01597096v
bn:00083233v	wn:01389186v
bn:00083234v	wn:01121719v
bn:00083235v	wn:01082023v
bn:00083236v	wn:00840980v
bn:00083237v	wn:00750979v
bn:00083238v	wn:01927992v
bn:00083239v	wn:00609506v
bn:00083240v	wn:02676054v
bn:00083241v	wn:00765977v
bn:00083242v	wn:02679899v
bn:00083243v	wn:02663340v
bn:00083244v	wn:00669243v
bn:00083245v	wn:01015244v
bn:00083246v	wn:02687730v
bn:00083247v	wn:01101913v
bn:00083248v	wn:01397210v
bn:00083249v	wn:01398919v
bn:00083250v	wn:01880113v
bn:00083251v	wn:01624897v
bn:00083252v	wn:02174830v
bn:00083253v	wn:02162815v
bn:00083254v	wn:02093610v
bn:00083255v	wn:01945938v
bn:00083256v	wn:01418179v
bn:00083257v	wn:01399576v
bn:00083258v	wn:02746140v
bn:00083259v	wn:02573853v
bn:00083260v	wn:02175578v
bn:00083261v	wn:02093390v
bn:00083262v	wn:01880673v
bn:00083263v	wn:01879579v
bn:00083264v	wn:01756006v
bn:00083265v	wn:01726879v
bn:00083266v	wn:01399450v
bn:00083267v	wn:01104852v
bn:00083268v	wn:00075421v
bn:00083269v	wn:02009347v
bn:00083270v	wn:00649362v
bn:00083271v	wn:00835506v
bn:00083272v	wn:01506157v
bn:00083273v	wn:02160321v
bn:00083274v	wn:01883550v
bn:00083275v	wn:00606471v
bn:00083276v	wn:01880560v
bn:00083277v	wn:01385643v
bn:00083278v	wn:01812324v
bn:00083279v	wn:01812068v
bn:00083280v	wn:00822912v
bn:00083281v	wn:00293141v
bn:00083282v	wn:02414913v
bn:00083283v	wn:01895263v
bn:00083284v	wn:00416571v
bn:00083285v	wn:00345000v
bn:00083286v	wn:00344643v
bn:00083287v	wn:02586458v
bn:00083288v	wn:01806505v
bn:00083289v	wn:01041415v
bn:00083290v	wn:01807051v
bn:00083291v	wn:01041644v
bn:00083292v	wn:02157731v
bn:00083293v	wn:00149583v
bn:00083294v	wn:02626604v
bn:00083295v	wn:02623529v
bn:00083296v	wn:02724258v
bn:00083297v	wn:00538323v
bn:00083298v	wn:02337066v
bn:00083299v	wn:01567653v
bn:00083300v	wn:01500082v
bn:00083301v	wn:00017865v
bn:00083302v	wn:02095390v
bn:00083303v	wn:00017531v
bn:00083304v	wn:01251828v
bn:00083305v	wn:02115430v
bn:00083306v	wn:02162434v
bn:00083307v	wn:01679980v
bn:00083308v	wn:01803003v
bn:00083309v	wn:00621734v
bn:00083310v	wn:00215254v
bn:00083311v	wn:00313860v
bn:00083312v	wn:00313712v
bn:00083313v	wn:01679254v
bn:00083314v	wn:00045240v
bn:00083315v	wn:00216692v
bn:00083316v	wn:00910973v
bn:00083317v	wn:00220869v
bn:00083318v	wn:02183175v
bn:00083319v	wn:00791372v
bn:00083320v	wn:01268870v
bn:00083321v	wn:02697435v
bn:00083322v	wn:02103612v
bn:00083323v	wn:01399821v
bn:00083324v	wn:02011040v
bn:00083325v	wn:02699941v
bn:00083326v	wn:02576349v
bn:00083327v	wn:00854904v
bn:00083328v	wn:00492410v
bn:00083329v	wn:02588677v
bn:00083330v	wn:01190741v
bn:00083331v	wn:00759269v
bn:00083332v	wn:00782057v
bn:00083333v	wn:02270815v
bn:00083334v	wn:00810226v
bn:00083335v	wn:00894221v
bn:00083336v	wn:00054628v
bn:00083337v	wn:02707681v
bn:00083338v	wn:02317970v
bn:00083339v	wn:01683101v
bn:00083340v	wn:00345761v
bn:00083341v	wn:02608347v
bn:00083342v	wn:00348746v
bn:00083343v	wn:00747640v
bn:00083344v	wn:02679227v
bn:00083345v	wn:02609203v
bn:00083346v	wn:02608823v
bn:00083347v	wn:02600948v
bn:00083348v	wn:02526509v
bn:00083349v	wn:01070777v
bn:00083350v	wn:01534147v
bn:00083351v	wn:01827064v
bn:00083352v	wn:01825125v
bn:00083353v	wn:02578235v
bn:00083354v	wn:02519666v
bn:00083355v	wn:01571354v
bn:00083356v	wn:02130160v
bn:00083357v	wn:02668378v
bn:00083358v	wn:01678685v
bn:00083359v	wn:02415265v
bn:00083360v	wn:00827302v
bn:00083361v	wn:01398235v
bn:00083362v	wn:01342755v
bn:00083363v	wn:01342636v
bn:00083364v	wn:00003431v
bn:00083365v	wn:00307568v
bn:00083366v	wn:01127411v
bn:00083367v	wn:02663141v
bn:00083368v	wn:00836705v
bn:00083369v	wn:00683280v
bn:00083370v	wn:00689344v
bn:00083371v	wn:00721098v
bn:00083372v	wn:00684273v
bn:00083373v	wn:00684068v
bn:00083374v	wn:00733895v
bn:00083375v	wn:00864475v
bn:00083376v	wn:00845909v
bn:00083377v	wn:00441881v
bn:00083378v	wn:01297274v
bn:00083379v	wn:02545939v
bn:00083380v	wn:01048718v
bn:00083381v	wn:00257535v
bn:00083382v	wn:01963316v
bn:00083383v	wn:01980617v
bn:00083384v	wn:01710190v
bn:00083385v	wn:00029742v
bn:00083386v	wn:02301680v
bn:00083387v	wn:02737724v
bn:00083388v	wn:02737876v
bn:00083389v	wn:02737569v
bn:00083390v	wn:02756359v
bn:00083391v	wn:02719930v
bn:00083392v	wn:01704030v
bn:00083393v	wn:01415162v
bn:00083394v	wn:01366061v
bn:00083395v	wn:02058994v
bn:00083396v	wn:01202374v
bn:00083397v	wn:00911350v
bn:00083398v	wn:00849080v
bn:00083399v	wn:01791232v
bn:00083400v	wn:02482889v
bn:00083401v	wn:02141722v
bn:00083402v	wn:02035919v
bn:00083403v	wn:02033137v
bn:00083404v	wn:01280014v
bn:00083405v	wn:02062632v
bn:00083406v	wn:02034300v
bn:00083407v	wn:01280488v
bn:00083408v	wn:00011361v
bn:00083409v	wn:01750061v
bn:00083410v	wn:02548219v
bn:00083411v	wn:02201521v
bn:00083412v	wn:00577170v
bn:00083413v	wn:02290461v
bn:00083414v	wn:02290956v
bn:00083415v	wn:00238255v
bn:00083416v	wn:01809884v
bn:00083417v	wn:01380483v
bn:00083418v	wn:02115273v
bn:00083419v	wn:01612964v
bn:00083420v	wn:02229055v
bn:00083421v	wn:02315421v
bn:00083422v	wn:01384102v
bn:00083423v	wn:02336947v
bn:00083424v	wn:01305542v
bn:00083425v	wn:01305361v
bn:00083426v	wn:01789514v
bn:00083427v	wn:01126700v
bn:00083428v	wn:01517355v
bn:00083429v	wn:01798287v
bn:00083430v	wn:00778122v
bn:00083431v	wn:01252601v
bn:00083432v	wn:02115618v
bn:00083433v	wn:01669906v
bn:00083434v	wn:01377444v
bn:00083435v	wn:01538629v
bn:00083436v	wn:00921300v
bn:00083437v	wn:00752764v
bn:00083438v	wn:01538310v
bn:00083439v	wn:01273529v
bn:00083440v	wn:00228655v
bn:00083441v	wn:01109259v
bn:00083442v	wn:00410244v
bn:00083443v	wn:02083806v
bn:00083444v	wn:00348541v
bn:00083445v	wn:02263346v
bn:00083446v	wn:02263692v
bn:00083447v	wn:01378331v
bn:00083448v	wn:01923414v
bn:00083449v	wn:00918580v
bn:00083450v	wn:01155687v
bn:00083451v	wn:00712708v
bn:00083452v	wn:01839963v
bn:00083453v	wn:02166761v
bn:00083454v	wn:00683127v
bn:00083455v	wn:00936330v
bn:00083456v	wn:02537407v
bn:00083457v	wn:01799235v
bn:00083458v	wn:02576503v
bn:00083459v	wn:00841986v
bn:00083460v	wn:00854420v
bn:00083461v	wn:01106864v
bn:00083462v	wn:01583993v
bn:00083463v	wn:00724664v
bn:00083464v	wn:02332173v
bn:00083465v	wn:00777522v
bn:00083466v	wn:00776988v
bn:00083467v	wn:01085677v
bn:00083468v	wn:00680346v
bn:00083469v	wn:01172114v
bn:00083470v	wn:00774056v
bn:00083471v	wn:01935476v
bn:00083472v	wn:02298632v
bn:00083473v	wn:00902932v
bn:00083474v	wn:02300060v
bn:00083475v	wn:02240674v
bn:00083476v	wn:00793580v
bn:00083477v	wn:01416020v
bn:00083478v	wn:02718863v
bn:00083479v	wn:00329817v
bn:00083480v	wn:01342536v
bn:00083481v	wn:00258528v
bn:00083482v	wn:00257947v
bn:00083483v	wn:02572792v
bn:00083484v	wn:02313801v
bn:00083485v	wn:02074377v
bn:00083486v	wn:02320374v
bn:00083487v	wn:00977153v
bn:00083488v	wn:00991900v
bn:00083489v	wn:02653159v
bn:00083490v	wn:02041422v
bn:00083491v	wn:02041728v
bn:00083492v	wn:02041206v
bn:00083493v	wn:01493142v
bn:00083494v	wn:01303242v
bn:00083495v	wn:01286913v
bn:00083496v	wn:00885217v
bn:00083497v	wn:01335804v
bn:00083498v	wn:01285440v
bn:00083499v	wn:00567291v
bn:00083500v	wn:00074558v
bn:00083501v	wn:01286038v
bn:00083502v	wn:02495592v
bn:00083503v	wn:01193099v
bn:00083504v	wn:00695120v
bn:00083505v	wn:00191220v
bn:00083506v	wn:01411978v
bn:00083507v	wn:01139865v
bn:00083508v	wn:01383245v
bn:00083509v	wn:01598507v
bn:00083510v	wn:02083237v
bn:00083511v	wn:02048272v
bn:00083512v	wn:02048051v
bn:00083513v	wn:02188587v
bn:00083514v	wn:01550817v
bn:00083515v	wn:01445932v
bn:00083516v	wn:02120451v
bn:00083517v	wn:01441382v
bn:00083518v	wn:01445407v
bn:00083519v	wn:01445756v
bn:00083520v	wn:00985706v
bn:00083521v	wn:01286554v
bn:00083522v	wn:02195751v
bn:00083523v	wn:00517240v
bn:00083524v	wn:02653996v
bn:00083525v	wn:01036804v
bn:00083526v	wn:00280532v
bn:00083527v	wn:02242256v
bn:00083528v	wn:02246166v
bn:00083529v	wn:02762299v
bn:00083530v	wn:00312648v
bn:00083531v	wn:00201906v
bn:00083532v	wn:00023868v
bn:00083533v	wn:02473431v
bn:00083534v	wn:01383089v
bn:00083535v	wn:00379440v
bn:00083536v	wn:00851933v
bn:00083537v	wn:02581073v
bn:00083538v	wn:01602821v
bn:00083539v	wn:02412939v
bn:00083540v	wn:02473143v
bn:00083541v	wn:02241767v
bn:00083542v	wn:01266604v
bn:00083543v	wn:00847365v
bn:00083544v	wn:00281703v
bn:00083545v	wn:00842538v
bn:00083546v	wn:00842772v
bn:00083547v	wn:00727991v
bn:00083548v	wn:00103619v
bn:00083549v	wn:00322559v
bn:00083550v	wn:00880227v
bn:00083551v	wn:02451261v
bn:00083552v	wn:00609100v
bn:00083553v	wn:00202089v
bn:00083554v	wn:01359007v
bn:00083555v	wn:02749405v
bn:00083556v	wn:01057837v
bn:00083557v	wn:02182479v
bn:00083558v	wn:00975334v
bn:00083559v	wn:00768778v
bn:00083560v	wn:00865387v
bn:00083561v	wn:00814458v
bn:00083562v	wn:01401772v
bn:00083563v	wn:01135922v
bn:00083564v	wn:02101216v
bn:00083565v	wn:01759021v
bn:00083566v	wn:01758276v
bn:00083567v	wn:01134781v
bn:00083568v	wn:00823827v
bn:00083569v	wn:00336158v
bn:00083570v	wn:00241924v
bn:00083571v	wn:01515056v
bn:00083572v	wn:02764614v
bn:00083573v	wn:01135086v
bn:00083574v	wn:02764438v
bn:00083575v	wn:02014863v
bn:00083576v	wn:00922025v
bn:00083577v	wn:01713587v
bn:00083578v	wn:00767918v
bn:00083579v	wn:02762806v
bn:00083580v	wn:01684180v
bn:00083581v	wn:00974786v
bn:00083582v	wn:00279822v
bn:00083583v	wn:00279465v
bn:00083584v	wn:00312990v
bn:00083585v	wn:01048492v
bn:00083586v	wn:00074834v
bn:00083587v	wn:00086077v
bn:00083588v	wn:02360003v
bn:00083589v	wn:02060792v
bn:00083590v	wn:00449153v
bn:00083591v	wn:02187171v
bn:00083592v	wn:01549905v
bn:00083593v	wn:01538161v
bn:00083594v	wn:00263044v
bn:00083595v	wn:01462468v
bn:00083596v	wn:02700455v
bn:00083597v	wn:00394813v
bn:00083598v	wn:00396035v
bn:00083599v	wn:00866505v
bn:00083600v	wn:02264075v
bn:00083601v	wn:00867231v
bn:00083602v	wn:00866702v
bn:00083603v	wn:02771320v
bn:00083604v	wn:02168555v
bn:00083605v	wn:02168194v
bn:00083606v	wn:00312278v
bn:00083607v	wn:01337927v
bn:00083608v	wn:02596730v
bn:00083609v	wn:01120612v
bn:00083610v	wn:00007739v
bn:00083611v	wn:00008435v
bn:00083612v	wn:02159890v
bn:00083613v	wn:01337819v
bn:00083614v	wn:00379774v
bn:00083615v	wn:00863906v
bn:00083616v	wn:00379996v
bn:00083617v	wn:01126219v
bn:00083618v	wn:01093365v
bn:00083619v	wn:00361797v
bn:00083620v	wn:00361952v
bn:00083621v	wn:01531998v
bn:00083622v	wn:02557199v
bn:00083623v	wn:02559752v
bn:00083624v	wn:01057034v
bn:00083625v	wn:02444297v
bn:00083626v	wn:02198423v
bn:00083627v	wn:02145543v
bn:00083628v	wn:01531492v
bn:00083629v	wn:01479333v
bn:00083630v	wn:01476483v
bn:00083631v	wn:01217924v
bn:00083632v	wn:01147060v
bn:00083633v	wn:00477528v
bn:00083634v	wn:00477382v
bn:00083635v	wn:00269423v
bn:00083636v	wn:01126961v
bn:00083637v	wn:01477394v
bn:00083638v	wn:00711236v
bn:00083639v	wn:01477538v
bn:00083640v	wn:01358737v
bn:00083641v	wn:01006699v
bn:00083642v	wn:01126846v
bn:00083643v	wn:00865280v
bn:00083644v	wn:01233642v
bn:00083645v	wn:00228127v
bn:00083646v	wn:00294245v
bn:00083647v	wn:00293760v
bn:00083648v	wn:01538928v
bn:00083649v	wn:00313987v
bn:00083650v	wn:01696135v
bn:00083651v	wn:00829014v
bn:00083652v	wn:00007012v
bn:00083653v	wn:02769241v
bn:00083654v	wn:00034948v
bn:00083655v	wn:02135877v
bn:00083656v	wn:00477247v
bn:00083657v	wn:02268351v
bn:00083658v	wn:02266148v
bn:00083659v	wn:02178340v
bn:00083660v	wn:02135727v
bn:00083661v	wn:02117170v
bn:00083662v	wn:02101046v
bn:00083663v	wn:02100632v
bn:00083664v	wn:02068745v
bn:00083665v	wn:01849054v
bn:00083666v	wn:01545208v
bn:00083667v	wn:00934965v
bn:00083668v	wn:00883226v
bn:00083669v	wn:00779804v
bn:00083670v	wn:00435294v
bn:00083671v	wn:00310155v
bn:00083672v	wn:00219224v
bn:00083673v	wn:01795428v
bn:00083674v	wn:01290945v
bn:00083675v	wn:02761897v
bn:00083676v	wn:02761012v
bn:00083677v	wn:00421691v
bn:00083678v	wn:00306723v
bn:00083679v	wn:00240293v
bn:00083680v	wn:00306298v
bn:00083681v	wn:00264034v
bn:00083682v	wn:00263682v
bn:00083683v	wn:00067274v
bn:00083684v	wn:00943732v
bn:00083685v	wn:02505606v
bn:00083686v	wn:01423929v
bn:00083687v	wn:00521641v
bn:00083688v	wn:00200863v
bn:00083689v	wn:01683582v
bn:00083690v	wn:01076953v
bn:00083691v	wn:00837872v
bn:00083692v	wn:02566227v
bn:00083693v	wn:02051547v
bn:00083694v	wn:00981944v
bn:00083695v	wn:00228019v
bn:00083696v	wn:01246444v
bn:00083697v	wn:00227913v
bn:00083698v	wn:00192051v
bn:00083699v	wn:02158034v
bn:00083700v	wn:02161758v
bn:00083701v	wn:00620673v
bn:00083702v	wn:01251928v
bn:00083703v	wn:00311113v
bn:00083704v	wn:00103317v
bn:00083705v	wn:00289159v
bn:00083706v	wn:02770362v
bn:00083707v	wn:00012434v
bn:00083708v	wn:02018049v
bn:00083709v	wn:02656763v
bn:00083710v	wn:01177118v
bn:00083711v	wn:01176897v
bn:00083712v	wn:01235224v
bn:00083713v	wn:02631659v
bn:00083714v	wn:01944692v
bn:00083715v	wn:01086854v
bn:00083716v	wn:01865383v
bn:00083717v	wn:01939811v
bn:00083718v	wn:01556178v
bn:00083719v	wn:00899352v
bn:00083720v	wn:00039121v
bn:00083721v	wn:01865866v
bn:00083722v	wn:02156963v
bn:00083723v	wn:02698944v
bn:00083724v	wn:01948339v
bn:00083725v	wn:02698443v
bn:00083726v	wn:02026868v
bn:00083727v	wn:01681635v
bn:00083728v	wn:00363916v
bn:00083729v	wn:00363742v
bn:00083730v	wn:01835103v
bn:00083731v	wn:01834896v
bn:00083732v	wn:01598921v
bn:00083733v	wn:01910779v
bn:00083734v	wn:02640311v
bn:00083735v	wn:00726153v
bn:00083736v	wn:00375021v
bn:00083737v	wn:00328128v
bn:00083738v	wn:00374668v
bn:00083739v	wn:01885430v
bn:00083740v	wn:01767612v
bn:00083741v	wn:00237704v
bn:00083742v	wn:00237259v
bn:00083743v	wn:00236999v
bn:00083744v	wn:00375268v
bn:00083745v	wn:01748916v
bn:00083746v	wn:00409281v
bn:00083747v	wn:00223374v
bn:00083748v	wn:01219282v
bn:00083749v	wn:00321486v
bn:00083750v	wn:01966039v
bn:00083751v	wn:01348838v
bn:00083752v	wn:01202651v
bn:00083753v	wn:01173933v
bn:00083754v	wn:00436304v
bn:00083755v	wn:01174099v
bn:00083756v	wn:01131902v
bn:00083757v	wn:02523521v
bn:00083758v	wn:01132541v
bn:00083759v	wn:01488463v
bn:00083760v	wn:01507914v
bn:00083761v	wn:00291624v
bn:00083762v	wn:02182109v
bn:00083763v	wn:00166220v
bn:00083764v	wn:02351925v
bn:00083765v	wn:01607072v
bn:00083766v	wn:01266457v
bn:00083767v	wn:00605783v
bn:00083768v	wn:00197423v
bn:00083769v	wn:02184503v
bn:00083770v	wn:00047511v
bn:00083771v	wn:00862225v
bn:00083772v	wn:01897203v
bn:00083773v	wn:00678777v
bn:00083774v	wn:02498320v
bn:00083775v	wn:02498136v
bn:00083776v	wn:02599754v
bn:00083777v	wn:00794880v
bn:00083778v	wn:02187510v
bn:00083779v	wn:02770535v
bn:00083780v	wn:02174662v
bn:00083781v	wn:00310386v
bn:00083782v	wn:02005778v
bn:00083783v	wn:02447247v
bn:00083784v	wn:01975912v
bn:00083785v	wn:00310937v
bn:00083786v	wn:01516071v
bn:00083787v	wn:01873784v
bn:00083788v	wn:01372556v
bn:00083789v	wn:00098346v
bn:00083790v	wn:02401809v
bn:00083791v	wn:01468576v
bn:00083792v	wn:02242049v
bn:00083793v	wn:01625985v
bn:00083794v	wn:00880978v
bn:00083795v	wn:02552052v
bn:00083796v	wn:01171183v
bn:00083797v	wn:01467370v
bn:00083798v	wn:02710673v
bn:00083799v	wn:01586850v
bn:00083800v	wn:02361600v
bn:00083801v	wn:01821884v
bn:00083802v	wn:01443021v
bn:00083803v	wn:02324026v
bn:00083804v	wn:02147313v
bn:00083805v	wn:01424456v
bn:00083806v	wn:01531265v
bn:00083807v	wn:00645415v
bn:00083808v	wn:02507464v
bn:00083809v	wn:02507736v
bn:00083810v	wn:02018858v
bn:00083811v	wn:01791535v
bn:00083812v	wn:01791408v
bn:00083813v	wn:02283080v
bn:00083814v	wn:01502279v
bn:00083815v	wn:02423762v
bn:00083816v	wn:01187271v
bn:00083817v	wn:02557902v
bn:00083818v	wn:00304946v
bn:00083819v	wn:02337699v
bn:00083820v	wn:01238358v
bn:00083821v	wn:00728954v
bn:00083822v	wn:02007898v
bn:00083823v	wn:01238500v
bn:00083824v	wn:01892104v
bn:00083825v	wn:01404389v
bn:00083826v	wn:01892608v
bn:00083827v	wn:02254923v
bn:00083828v	wn:01964788v
bn:00083829v	wn:02254767v
bn:00083830v	wn:01469080v
bn:00083831v	wn:00268011v
bn:00083832v	wn:01404538v
bn:00083833v	wn:01963942v
bn:00083834v	wn:00233335v
bn:00083835v	wn:01892734v
bn:00083836v	wn:00357332v
bn:00083837v	wn:01455095v
bn:00083838v	wn:00898691v
bn:00083839v	wn:02040273v
bn:00083840v	wn:01729295v
bn:00083841v	wn:02063610v
bn:00083842v	wn:02380760v
bn:00083843v	wn:00201034v
bn:00083844v	wn:01390210v
bn:00083845v	wn:01887324v
bn:00083846v	wn:01616738v
